Name;MP;Area;County;Electorate;CON;LAB;LIB;NAT;MIN;OTH
Blackley and Broughton;Graham Stringer;4;Central Manchester;69489;6260;18563;4861;0;0;4520
Blackpool North and Cleveleys;Paul Maynard;4;Lancashire;65888;16964;14814;5400;0;0;3413
Blackpool South;Gordon Marsden;4;Lancashire;63025;12597;14449;5082;0;0;3064
Blaydon;David Anderson;3;Newcastle area;67808;7159;22297;13180;0;0;2277
Blyth Valley;Ronnie Campbell;3;Northumberland;64263;6412;17156;10488;0;0;4510
Bognor Regis and Littlehampton;Nick Gibb;12;West Sussex;70812;24087;6580;11024;0;0;5161
Bolsover;Dennis Skinner;8;Derbyshire;72766;10812;21994;6821;0;0;4361
Bolton North East;David Crausby;4;Western Manchester;67281;15786;19870;5624;0;0;1997
Bolton South East;Yasmin Qureshi;4;Western Manchester;69928;10148;18782;6289;0;0;4385
Bolton West;Julie Hilling;4;Western Manchester;71250;18235;18327;8177;0;0;2837
Bootle;Joe Benton;4;Merseyside;71426;3678;27426;6245;0;2514;1414
Boston and Skegness;Mark Simmonds;8;Lincolnshire;70529;21325;8899;6371;0;4081;2449
Bosworth;David Tredinnick;8;Leicestershire;77296;23132;8674;18100;0;0;4368
Bournemouth East;Tobias Ellwood;10;Dorset;71125;21320;5836;13592;0;0;3276
Bournemouth West;Conor Burns;10;Dorset;71753;18808;6171;13225;0;0;3455
Bracknell;Phillip Lee;12;Berkshire;76885;27327;8755;11623;0;0;4431
Bradford East;David Ward;5;West Yorkshire;65116;10860;13272;13637;0;0;2688
Bradford South;Gerry Sutcliffe;5;West Yorkshire;63580;11060;15682;6948;0;0;4305
Bradford West;Marsha Singh;5;West Yorkshire;62519;12638;18401;4732;0;1370;3435
Braintree;Brooks Newmark;9;Essex;71162;25901;9780;9247;0;0;4275
Brent Central;Sarah Teather;11;Brent;74076;5067;18681;20026;0;0;1549
Brent North;Barry Gardiner;11;Brent;83896;16486;24514;8879;0;0;2419
Brentford and Isleworth;Mary Macleod;11;Hounslow;83546;20022;18064;12718;0;0;2961
Brentwood and Ongar;Eric Pickles;9;Essex;73224;28793;4992;11872;0;2037;2898
Bridgwater and West Somerset;Ian Liddell-Grainger;10;Somerset;76560;24675;9332;15426;0;0;5060
Brigg and Goole;Andrew Percy;5;Humber area;67345;19680;14533;6414;0;0;3247
Brighton Kemptown;Simon Kirby;12;East Sussex;66017;16217;14889;7691;0;2330;1578
Brighton Pavilion;Caroline Lucas;12;East Sussex;74004;12275;14986;7159;0;16238;1176
Bristol East;Kerry McCarthy;10;Bristol area;69448;12749;16471;10993;0;0;4804
Bristol North West;Charlotte Leslie;10;Bristol area;73469;19115;13059;15841;0;0;2321
Bristol South;Dawn Primarolo;10;Bristol area;78579;11086;18600;13866;0;0;4825
Bristol West;Stephen Williams;10;Bristol area;82728;10169;15227;26593;0;0;3358
Broadland;Keith Simpson;9;Norfolk;73168;24338;7287;17046;0;0;4005
Bromley and Chislehurst;Bob Neill;11;Bromley;65427;23569;7295;9669;0;0;3504
Bromsgrove;Sajid Javid;7;Hereford and Worcestershire;73086;22558;11250;10124;0;0;7698
Broxbourne;Charles Walker;9;Hertfordshire;71391;26844;8040;6107;0;0;4667
Broxtowe;Anna Soubry;8;Nottinghamshire;72042;20585;20196;8907;0;0;3039
Buckingham;John Bercow;12;Buckinghamshire;74996;22860;0;0;0;10331;15144
Burnley;Gordon Birtwistle;4;Lancashire;66616;6950;13114;14932;0;3747;3102
Burton;Andrew Griffiths;7;Staffordshire;74874;22188;15884;7891;0;0;3860
Bury North;David Nuttall;4;Western Manchester;66759;18070;15827;7645;0;0;3419
Bury South;Ivan Lewis;4;Western Manchester;73544;16216;19508;8796;0;0;3747
Bury St Edmunds;David Ruffley;9;Suffolk;84727;27899;9776;15519;0;0;5524
Calder Valley;Craig Whittaker;5;West Yorkshire;76903;20397;13966;13037;0;0;4380
Camberwell and Peckham;Harriet Harman;11;Southwark;78618;6080;27619;10432;0;0;2528
Camborne and Redruth;George Eustice;10;Cornwall;63968;15969;6945;15903;0;0;3676
Cambridge;Julian Huppert;9;Cambridgeshire;77081;12829;12174;19621;0;3804;1702
Cambridgeshire North East;Stephen Barclay;9;Cambridgeshire;73224;26862;9274;10437;0;0;5491
Cambridgeshire North West;Shailesh Vara;9;Cambridgeshire;88857;29425;9877;12748;0;4826;1407
Cambridgeshire South;Andrew Lansley;9;Cambridgeshire;78995;27995;6024;20157;0;0;4880
Cambridgeshire South East;James Paice;9;Cambridgeshire;83068;27629;4380;21683;0;0;3910
Cannock Chase;Aidan Burley;7;Staffordshire;74509;18271;15076;7732;0;2168;2312
Canterbury;Julian Brazier;12;Kent;76808;22050;7940;16002;0;0;3217
Carlisle;John Stevenson;4;Cumbria;65263;16589;15736;6567;0;0;3308
Carshalton and Wallington;Tom Brake;11;Sutton;66520;16920;4015;22180;0;0;2803
Castle Point;Rebecca Harris;9;Essex;67284;19806;6609;4232;0;12174;2205
Charnwood;Stephen Dorrell;8;Leicestershire;74473;26560;10536;11531;0;0;4915
Chatham and Aylesford;Tracey Crouch;12;Kent;71122;20230;14161;5832;0;0;3584
Cheadle;Mark Hunter;4;Eastern Manchester;72458;21445;4920;24717;0;0;1430
Chelmsford;Simon Burns;9;Essex;77529;25207;5980;20097;0;0;3309
Chelsea and Fulham;Greg Hands;11;Hammersmith and Fulham;66295;24093;7371;6473;0;0;1919
Cheltenham;Martin Horwood;10;Gloucestershire;78998;21739;2703;26659;0;0;1685
Chesham and Amersham;Cheryl Gillan;12;Buckinghamshire;70333;31658;2942;14948;0;2129;767
Chester, City of;Stephen Mosley;4;Cheshire;68874;18995;16412;8930;0;0;2453
Chesterfield;Toby Perkins;8;Derbyshire;71878;7214;17891;17342;0;0;3392
Chichester;Andrew Tyrie;12;West Sussex;81462;31427;5937;15550;0;0;3873
Chingford and Woodford Green;Iain Duncan Smith;11;Waltham Forest;64831;22743;9780;7242;0;0;3341
Chippenham;Duncan Hames;10;Wiltshire;72105;21500;3620;23970;0;0;3295
Chipping Barnet;Theresa Villiers;11;Barnet;77798;24700;12773;10202;0;0;2933
Chorley;Lindsay Hoyle;4;Lancashire;70950;18922;21515;6957;0;0;2380
Christchurch;Christopher Chope;10;Dorset;68861;27888;4849;12478;0;0;4201
Cities of London and Westminster;Mark Field;11;City of Westminster;66489;19264;8188;7574;0;0;1905
Clacton;Douglas Carswell;9;Essex;67194;22867;10799;5577;0;0;3880
Cleethorpes;Martin Vickers;5;Humber area;70214;18939;14641;8192;0;0;3194
Colchester;Bob Russell;9;Essex;74062;15169;5680;22151;0;0;3139
Colne Valley;Jason McCartney;5;West Yorkshire;80062;20440;14589;15603;0;0;4664
Congleton;Fiona Bruce;4;Cheshire;73692;23250;8747;16187;0;0;2596
Copeland;Jamie Reed;4;Cumbria;63291;15866;19699;4365;0;0;2857
Corby;Louise Bagshaw;8;Northamptonshire;78305;22886;20991;7834;0;0;2525
Cornwall North;Dan Rogerson;10;Cornwall;68662;19531;1971;22512;0;2300;530
Cornwall South East;Sheryll Murray;10;Cornwall;72237;22390;3507;19170;0;3083;1467
Cotswolds, The;Geoffrey Clifton-Brown;10;Gloucestershire;76728;29075;5886;16211;0;0;3660
Coventry North East;Bob Ainsworth;7;Coventry and Solihull;73035;9609;21384;7210;0;0;5180
Coventry North West;Geoffrey Robinson;7;Coventry and Solihull;72871;13648;19936;8344;0;0;4632
Coventry South;Jim Cunningham;7;Coventry and Solihull;73652;15352;19197;8278;0;0;3097
Crawley;Henry Smith;12;West Sussex;72781;21264;15336;6844;0;0;4060
Crewe and Nantwich;Edward Timpson;4;Cheshire;77460;23420;17374;7656;0;0;2634
Croydon Central;Gavin Barwell;11;Croydon;78880;19657;16688;6553;0;3239;3620
Croydon North;Malcolm Wicks;11;Croydon;85212;12466;28947;7226;0;0;3037
Croydon South;Richard Ottaway;11;Croydon;81301;28684;11287;12866;0;0;3485
Dagenham and Rainham;Jon Cruddas;11;Barking and Dagenham;69764;15183;17813;3806;0;4952;2478
Darlington;Jenny Chapman;3;Durham;69352;13503;16891;10046;0;0;2456
Dartford;Gareth Johnson;12;Kent;76271;24428;13800;7361;0;0;4491
Daventry;Chris Heaton-Harris;8;Northamptonshire;71451;29252;8168;10064;0;0;4290
Denton and Reddish;Andrew Gwynne;4;Eastern Manchester;64765;9360;19191;6727;0;0;2357
Derby North;Chris Williamson;8;Derbyshire;71484;14283;14896;12638;0;0;3263
Derby South;Margaret Beckett;8;Derbyshire;71012;11729;17851;8430;0;0;3178
Derbyshire Dales;Patrick McLoughlin;8;Derbyshire;63367;24378;9061;10512;0;0;2829
Derbyshire Mid;Pauline Latham;8;Derbyshire;66297;22877;11585;9711;0;0;3169
Derbyshire North East;Natascha Engel;8;Derbyshire;71422;15503;17948;10947;0;0;2636
Derbyshire South;Heather Wheeler;8;Derbyshire;70610;22935;15807;8012;0;0;3665
Devizes;Claire Perry;10;Wiltshire;67374;25519;4711;12514;0;0;3596
Devon Central;Mel Stride;10;Devon;71204;27737;3715;18507;0;2870;1044
Devon East;Hugo Swire;10;Devon;73109;25662;5721;16548;0;4346;815
Devon North;Nick Harvey;10;Devon;74508;18484;2671;24305;0;3720;2141
Devon South West;Gary Streeter;10;Devon;70059;27908;6193;12034;0;0;3725
Devon West and Torridge;Geoffrey Cox;10;Devon;76574;25230;2917;22273;0;3021;1816
Dewsbury;Simon Reevell;5;West Yorkshire;78901;18898;17372;9150;0;3813;4775
Don Valley;Caroline Flint;5;South Yorkshire;73214;12877;16472;7422;0;0;6659
Doncaster Central;Rosie Winterton;5;South Yorkshire;75207;10340;16569;8795;0;0;6041
Doncaster North;Ed Miliband;5;South Yorkshire;72381;8728;19637;6174;0;2818;4126
Dorset Mid and Poole North;Annette Brooke;10;Dorset;64660;20831;2748;21100;0;0;2109
Dorset North;Robert Walter;10;Dorset;73698;27640;2910;20015;0;2812;764
Dorset South;Richard Drax;10;Dorset;73838;22667;15224;9557;0;0;2862
Dorset West;Oliver Letwin;10;Dorset;76869;27287;3815;23364;0;0;2871
Dover;Charlie Elphicke;12;Kent;71832;22174;16900;7962;0;0;3349
Dudley North;Ian Austin;7;Black Country;60838;14274;14923;4066;0;3267;2072
Dudley South;Chris Kelly;7;Black Country;60572;16450;12594;5989;0;0;3132
Dulwich and West Norwood;Tessa Jowell;11;Lambeth;72817;10684;22461;13096;0;0;1973
Durham North;Kevan Jones;3;Durham;67548;8622;20698;8617;0;0;3030
Durham North West;Pat Glass;3;Durham;70618;8766;18539;10927;0;2472;3111
Durham, City of;Roberta Blackman-Woods;3;Durham;68832;6146;20496;17429;0;0;2181
Ealing Central and Acton;Angie Bray;11;Ealing;63489;17944;14228;13041;0;0;1987
Ealing North;Stephen Pound;11;Ealing;67902;14722;24023;6283;0;0;2650
Ealing Southall;Virendra Sharma;11;Ealing;60379;12733;22024;6383;0;0;1616
Easington;Grahame Morris;3;Durham;63873;4790;20579;5597;0;0;3948
East Ham;Stephen Timms;11;Newham;90675;7645;35471;5849;0;0;1408
Eastbourne;Stephen Lloyd;12;East Sussex;77840;21223;2497;24658;0;1327;2419
Eastleigh;Christopher Huhne;12;Hampshire;77435;21102;5153;24966;0;0;2429
Eddisbury;Stephen O'Brien;4;Cheshire;65306;23472;9794;10217;0;0;1931
Edmonton;Andy Love;11;Enfield;63902;12052;21665;4252;0;0;2408
Ellesmere Port and Neston;Andrew Miller;4;Cheshire;63097;15419;19750;6663;0;0;2401
Elmet and Rothwell;Alec Shelbrooke;5;West Yorkshire;77724;23778;19257;9109;0;0;3645
Eltham;Clive Efford;11;Greenwich;62590;15753;17416;5299;0;0;3496
Enfield North;Nick de Bois;11;Enfield;66258;18804;17112;5403;0;0;3134
Enfield Southgate;David Burrowes;11;Enfield;64138;21928;14302;6124;0;0;1998
Epping Forest;Eleanor Laing;9;Essex;72198;25148;6641;10017;0;0;4778
Epsom and Ewell;Chris Grayling;12;Surrey;78104;30868;6538;14734;0;0;2815
Erewash;Jessica Lee;8;Derbyshire;69654;18805;16304;8343;0;0;4190
Erith and Thamesmead;Teresa Pearce;11;Bexley;69918;13365;19068;5116;0;2184;2743
Esher and Walton;Dominic Raab;12;Surrey;75338;32134;5829;13541;0;0;3039
Exeter;Ben Bradshaw;10;Devon;77157;17221;19942;10581;0;0;4503
Fareham;Mark Hoban;12;Hampshire;75878;30037;7719;12945;0;0;3644
Faversham and Kent Mid;Hugh Robertson;12;Kent;68858;26250;7748;9162;0;0;3552
Feltham and Heston;Alan Keen;11;Hounslow;81058;16516;21174;6679;0;0;4167
Filton and Bradley Stoke;Jack Lopresti;10;Bristol area;69003;19686;12772;12197;0;0;3646
Finchley and Golders Green;Mike Freer;11;Barnet;77198;21688;15879;8036;0;0;1554
Folkestone and Hythe;Damian Collins;12;Kent;78003;26109;5719;15987;0;0;4985
Forest of Dean;Mark Harper;10;Gloucestershire;68419;22853;11789;10676;0;0;3445
Fylde;Mark Menzies;4;Lancashire;65917;22826;8624;9641;0;0;2599
Gainsborough;Edward Leigh;8;Lincolnshire;72144;24266;7701;13707;0;0;3577
Garston and Halewood;Maria Eagle;4;Merseyside;71312;6908;25493;8616;0;0;1808
Gateshead;Ian Mearns;3;Newcastle area;66492;5716;20712;8163;0;0;3666
Gedling;Vernon Coaker;8;Nottinghamshire;70590;17962;19821;7350;0;0;3057
Gillingham and Rainham;Rehman Chishti;12;Kent;70865;21624;12944;8484;0;0;3734
Gloucester;Richard Graham;10;Gloucestershire;79322;20267;17847;9767;0;0;2883
Gosport;Caroline Dinenage;12;Hampshire;72720;24300;7944;9887;0;0;4808
Grantham and Stamford;Nicholas Boles;8;Lincolnshire;78000;26552;9503;11726;0;0;5018
Gravesham;Adam Holloway;12;Kent;70195;22956;13644;6293;0;0;4410
Great Grimsby;Austin Mitchell;5;Humber area;61229;10063;10777;7388;0;0;4726
Great Yarmouth;Brandon Lewis;9;Norfolk;70315;18571;14295;6188;0;0;4003
Greenwich and Woolwich;Nick Raynsford;11;Greenwich;65489;10109;20262;7498;0;0;3319
Guildford;Anne Milton;12;Surrey;77082;29618;2812;21836;0;0;1301
Hackney North and Stoke Newington;Diane Abbott;11;Hackney;73874;6759;25553;11092;0;0;3084
Hackney South and Shoreditch;Meg Hillier;11;Hackney;72816;5800;23888;9600;0;0;3570
Halesowen and Rowley Regis;James Morris;7;Black Country;63693;18115;16092;6515;0;0;3257
Halifax;Linda Riordan;5;West Yorkshire;70380;14806;16278;8335;0;0;4136
Haltemprice and Howden;David Davis;5;Humber area;70403;24486;7630;12884;0;0;3737
Halton;Derek Twigg;4;Cheshire;68884;8339;23843;5718;0;0;3438
Hammersmith;Andy Slaughter;11;Hammersmith and Fulham;72348;17261;20810;7567;0;0;1814
Hampshire East;Damian Hinds;12;Hampshire;72250;29137;4043;15640;0;0;2497
Hampshire North East;James Arbuthnot;12;Hampshire;72196;32075;5173;13478;0;0;2213
Hampshire North West;Sir George Young;12;Hampshire;76040;31072;6980;12489;0;0;2751
Hampstead and Kilburn;Glenda Jackson;11;Camden;79713;17290;17332;16491;0;0;1709
Harborough;Edward Garnier;8;Leicestershire;77917;26894;6981;17097;0;0;3973
Harlow;Robert Halfon;9;Essex;67439;19691;14766;5990;0;0;3431
Harrogate and Knaresborough;Andrew Jones;5;North Yorkshire;75269;24305;3413;23266;0;0;2150
Harrow East;Bob Blackman;11;Harrow;68554;21435;18032;6850;0;0;1689
Harrow West;Gareth Thomas;11;Harrow;71510;16968;20111;7458;0;0;1579
Hartlepool;Iain Wright;3;Teesside;68923;10758;16267;6533;0;0;4684
Harwich and North Essex;Bernard Jenkin;9;Essex;70743;23001;9774;11554;0;0;4671
Hastings and Rye;Amber Rudd;12;East Sussex;78000;20468;18475;7825;0;0;3046
Havant;David Willetts;12;Hampshire;69712;22433;7777;10273;0;0;3420
Hayes and Harlington;John McDonnell;11;Hillingdon;70233;12553;23377;3726;0;0;2981
Hazel Grove;Andrew Stunell;4;Eastern Manchester;63074;14114;5234;20485;0;0;2148
Hemel Hempstead;Michael Penning;9;Hertfordshire;72754;24721;10295;11315;0;0;3140
Hemsworth;Jon Trickett;5;West Yorkshire;72552;10662;20506;5667;0;3946;3059
Hendon;Matthew Offord;11;Barnet;78923;19635;19529;5734;0;0;1476
Henley;John Howell;12;Oxfordshire;75005;30054;5835;13466;0;0;4165
Hereford and South Herefordshire;Jesse Norman;7;Hereford and Worcestershire;71435;22366;3506;19885;0;0;2624
Herefordshire North;Bill Wiggin;7;Hereford and Worcestershire;66525;24631;3373;14744;0;2701;2119
Hertford and Stortford;Mark Prisk;9;Hertfordshire;78459;29810;7620;14373;0;0;3574
Hertfordshire North East;Oliver Heald;9;Hertfordshire;72200;26995;8291;11801;0;0;3338
Hertfordshire South West;David Gauke;9;Hertfordshire;78248;30773;6526;15853;0;0;3598
Hertsmere;James Clappison;9;Hertfordshire;73062;26476;8871;8210;0;0;3713
Hexham;Guy Opperman;3;Northumberland;61375;18795;8253;13007;0;0;3428
Heywood and Middleton;Jim Dobbin;4;Eastern Manchester;80171;12528;18499;10474;0;0;4624
High Peak;Andrew Bingham;8;Derbyshire;71973;20587;15910;10993;0;0;2847
Hitchin and Harpenden;Peter Lilley;9;Hertfordshire;73851;29869;7413;14598;0;0;2827
Holborn and St Pancras;Frank Dobson;11;Camden;86863;11134;25198;15256;0;0;3061
Hornchurch and Upminster;Angela Watkinson;11;Havering;78487;27469;11098;7426;0;3421;3976
Hornsey and Wood Green;Lynne Featherstone;11;Haringey;79916;9174;18720;25595;0;0;1553
Horsham;Francis Maude;12;West Sussex;76835;29447;4189;17987;0;0;4218
Houghton and Sunderland South;Bridget Phillipson;3;Newcastle area;68729;8147;19137;5292;0;2462;2983
Hove;Mike Weatherley;12;East Sussex;71708;18294;16426;11240;0;0;3859
Huddersfield;Barry Sheerman;5;West Yorkshire;66316;11253;15725;10023;0;0;3523
Hull East;Karl Turner;5;Humber area;67530;5667;16387;7790;0;0;4340
Hull North;Diana Johnson;5;Humber area;64082;4365;13044;12403;0;0;3479
Hull West and Hessle;Alan Johnson;5;Humber area;57264;6361;13378;7636;0;0;4130
Huntingdon;Jonathan Djanogly;9;Cambridgeshire;83557;26516;5982;15697;0;3258;2813
Hyndburn;Graham Jones;4;Lancashire;67221;14441;17531;5033;0;2137;3530
Ilford North;Lee Scott;11;Redbridge;72372;21506;16102;5966;0;0;3444
Ilford South;Mike Gapes;11;Redbridge;86220;14014;25301;8679;0;0;3197
Ipswich;Ben Gummer;9;Suffolk;78371;18371;16292;8556;0;0;3722
Isle of Wight;Andrew Turner;12;Hampshire;109966;32810;8169;22283;0;0;7002
Islington North;Jeremy Corbyn;11;Islington;68120;6339;24276;11875;0;0;2064
Islington South and Finsbury;Emily Thornberry;11;Islington;67649;8449;18407;14838;0;0;1861
Jarrow;Stephen Hepburn;3;Newcastle area;64350;8002;20910;7163;0;0;2709
Keighley;Kris Hopkins;5;West Yorkshire;65893;20003;17063;7059;0;0;3567
Kenilworth and Southam;Jeremy Wright;7;Warwickshire;64362;25945;6949;13393;0;0;2144
Kensington;Sir Malcolm Rifkind;11;Kensington and Chelsea;65961;17595;8979;6872;0;0;1704
Kettering;Philip Hollobone;8;Northamptonshire;68837;23247;14153;7498;0;0;2430
Kingston and Surbiton;Edward Davey;11;Kingston Upon Thames;81116;20868;5337;28428;0;0;2478
Kingswood;Chris Skidmore;10;Bristol area;66361;19362;16917;8072;0;0;3555
Knowsley;George Howarth;4;Merseyside;79561;4004;31650;5964;0;0;3040
Lancashire West;Rosie Cooper;4;Lancashire;75975;17540;21883;6573;0;0;2477
Lancaster and Fleetwood;Eric Ollerenshaw;4;Lancashire;69908;15404;15071;8167;0;0;4059
Leeds Central;Hilary Benn;5;West Yorkshire;64698;7541;18434;7789;0;0;3630
Leeds East;George Mudie;5;West Yorkshire;65067;8763;19056;6618;0;0;3376
Leeds North East;Fabian Hamilton;5;West Yorkshire;67899;15742;20287;9310;0;0;2196
Leeds North West;Greg Mulholland;5;West Yorkshire;65399;11550;9132;20653;0;0;2148
Leeds West;Rachel Reeves;5;West Yorkshire;67453;7641;16389;9373;0;0;5349
Leicester East;Keith Vaz;8;Leicestershire;72986;11722;25804;6817;0;0;3652
Leicester South;Peter Soulsby;8;Leicestershire;77175;10066;21479;12671;0;0;2908
Leicester West;Elizabeth Kendall;8;Leicestershire;64900;9728;13745;8107;0;0;4239
Leicestershire North West;Andrew Bridgen;8;Leicestershire;71219;23147;15636;8639;0;0;4530
Leicestershire South;Andrew Robathan;8;Leicestershire;76639;27000;11392;11476;0;0;4709
Leigh;Andrew Burnham;4;Western Manchester;76350;9284;21295;8049;0;0;5704
Lewes;Norman Baker;12;East Sussex;68708;18401;2508;26048;0;1728;1403
Lewisham Deptford;Joan Ruddock;11;Lewisham;67058;5551;22132;9633;0;0;3904
Lewisham East;Heidi Alexander;11;Lewisham;65926;9850;17966;11750;0;0;2153
Lewisham West and Penge;Jim Dowd;11;Lewisham;69022;11489;18501;12673;0;0;2365
Leyton and Wanstead;John Cryer;11;Waltham Forest;63541;8928;17511;11095;0;0;2625
Lichfield;Michael Fabricant;7;Staffordshire;72586;28048;10230;10365;0;0;2920
Lincoln;Karl McCartney;8;Lincolnshire;73540;17163;16105;9256;0;0;3197
Liverpool Riverside;Louise Ellman;4;Merseyside;74539;4243;22998;8825;0;0;2735
Liverpool Walton;Steve Rotheram;4;Merseyside;62612;2241;24709;4891;0;1104;1390
Liverpool Wavertree;Luciana Berger;4;Merseyside;62518;2830;20132;12965;0;0;1987
Liverpool West Derby;Stephen Twigg;4;Merseyside;63082;3311;22953;4486;0;3327;1707
Loughborough;Nicky Morgan;8;Leicestershire;77502;21971;18227;9675;0;0;2965
Louth and Horncastle;Sir Peter Tapsell;8;Lincolnshire;77650;25065;8760;11194;0;0;5475
Ludlow;Philip Dunne;7;Shropshire;66631;25720;3272;15971;0;2127;1642
Luton North;Kelvin Hopkins;9;Bedfordshire;65062;13672;21192;4784;0;0;3370
Luton South;Gavin Shuker;9;Bedfordshire;59962;12396;14725;9567;0;0;5528
Macclesfield;David Rutley;4;Cheshire;73417;23503;10164;11544;0;0;4848
Maidenhead;Theresa May;12;Berkshire;72844;31937;3795;15168;0;0;2820
Maidstone and The Weald;Helen Grant;12;Kent;71041;23491;4769;17602;0;0;3066
Makerfield;Yvonne Fovargue;4;Western Manchester;73641;8210;20700;7082;0;3424;4355
Maldon;John Whittingdale;9;Essex;68861;28661;6070;9254;0;0;3910
Manchester Central;Tony Lloyd;4;Central Manchester;90110;4704;21059;10620;0;0;3544
Manchester Gorton;Sir Gerald Kaufman;4;Central Manchester;75933;4224;19211;12508;0;0;2382
Manchester Withington;John Leech;4;Central Manchester;74371;5005;18216;20110;0;0;1700
Mansfield;Alan Meale;8;Nottinghamshire;80069;12741;18753;7469;0;4339;5093
Meon Valley;George Hollingbery;12;Hampshire;70488;28818;3266;16693;0;0;2461
Meriden;Caroline Spelman;7;Coventry and Solihull;83826;26956;10703;9278;0;0;5225
Middlesbrough;Sir Stuart Bell;3;Teesside;65148;6283;15351;6662;0;0;5159
Middlesbrough South and Cleveland East;Tom Blenkinsop;3;Teesside;72664;16461;18138;7340;0;0;4275
Milton Keynes North;Mark Lancaster;12;Buckinghamshire;85841;23419;14458;11894;0;0;4117
Milton Keynes South;Iain Stewart;12;Buckinghamshire;90487;23034;17833;9787;0;0;4679
Mitcham and Morden;Siobhain McDonagh;11;Merton;65939;11056;24722;5202;0;0;2817
Mole Valley;Sir Paul Beresford;12;Surrey;72612;31263;3804;15610;0;0;3647
Morecambe and Lunesdale;David Morris;4;Lancashire;69965;18035;17169;5791;0;0;2441
