Name;MP;Area;County;Electorate;CON;LAB;LIB;NAT;MIN;OTH
Carshalton and Wallington;Tom Brake;11;Sutton;67337;13742;7466;18289;0;0;1115
Castle Point;Robert Spink;9;Essex;68108;17738;16753;3116;0;0;2156
Charnwood;Stephen Dorrell;8;Leicestershire;74836;23283;15544;7835;0;0;1603
Chatham and Aylesford;Jonathan Shaw;12;Kent;69759;14840;19180;4705;0;0;1010
Cheadle;Patsy Calton;4;Eastern Manchester;69002;18444;6086;18477;0;0;599
Chelmsford West;Simon Burns;9;Essex;78291;20446;14185;11197;0;0;2315
Cheltenham;Nigel Jones;10;Gloucestershire;67563;14715;5041;19970;0;0;2109
Chesham and Amersham;Cheryl Gillan;12;Buckinghamshire;70021;22867;8497;10985;0;0;2934
Chester, City Of;Christine Russell;4;Cheshire;70382;14866;21760;6589;0;0;1662
Chesterfield;Paul Holmes;8;Derbyshire;73252;3613;18663;21249;0;0;916
Chichester;Andrew Tyrie;12;West Sussex;77703;23320;10627;11965;0;0;3600
Chingford and Woodford Green;Iain Duncan Smith;11;Waltham Forest;63252;17834;12347;5739;0;0;1062
Chipping Barnet;Sydney Chapman;11;Barnet;70217;19702;17001;5753;0;0;0
Chorley;Lindsay Hoyle;4;Lancashire;77036;16644;25088;5372;0;0;848
Christchurch;Christopher Chope;10;Dorset;73503;27306;7506;13762;0;0;993
Cities of London and Westminster;Mark Field;11;City of Westminster;71935;15737;11238;5218;0;0;1782
Cleethorpes;Shona McIsaac;5;Humber area;68392;15412;21032;5080;0;0;894
Colchester;Bob Russell;9;Essex;78955;13074;10925;18627;0;0;1110
Colne Valley;Kali Mountford;5;West Yorkshire;74192;14328;18967;11694;0;0;1998
Congleton;Ann Winterton;4;Cheshire;71941;20872;13738;9719;0;0;754
Copeland;Jack Cunningham;4;Cumbria;53526;13027;17991;3732;0;0;0
Corby;Phil Hope;8;Northamptonshire;72304;17583;23283;4751;0;0;1605
Cornwall North;Paul Tyler;10;Cornwall;84662;18250;5257;28082;0;0;2394
Cornwall South East;Colin Breed;10;Cornwall;79090;18381;6429;23756;0;0;3187
Cotswold;Geoffrey Clifton-Brown;10;Gloucestershire;68154;23133;10383;11150;0;0;1315
Coventry North East;Bob Ainsworth;7;Coventry and Solihull;73998;6988;22739;4163;0;0;3375
Coventry North West;Geoffrey Robinson;7;Coventry and Solihull;76652;11018;21892;5832;0;0;3809
Coventry South;Jim Cunningham;7;Coventry and Solihull;72527;11846;20125;5672;0;0;2453
Crawley;Laura Moffatt;12;West Sussex;71626;12718;19488;5009;0;0;2307
Crewe and Nantwich;Gwyneth Dunwoody;4;Cheshire;69040;12650;22556;5595;0;0;746
Crosby;Claire Curtis-Thomas;4;Merseyside;57375;11974;20327;4084;0;0;481
Croydon Central;Geraint Davies;11;Croydon;77567;17659;21643;5156;0;0;1402
Croydon North;Malcolm Wicks;11;Croydon;76600;9752;26610;4375;0;0;1145
Croydon South;Richard Ottaway;11;Croydon;73402;22169;13472;8226;0;0;1193
Dagenham;Jon Cruddas;11;Barking and Dagenham;59340;7091;15784;2820;0;0;1885
Darlington;Alan Milburn;3;Teesside;64328;12950;22479;4358;0;0;967
Dartford;Howard Stoate;12;Kent;72258;18160;21466;3781;0;0;1333
Daventry;Tim Boswell;8;Northamptonshire;86537;27911;18262;9130;0;0;1381
Denton and Reddish;Andrew Bennett;4;Eastern Manchester;69236;6583;21913;4152;0;0;945
Derby North;Bob Laxton;8;Derbyshire;76489;15433;22415;6206;0;0;0
Derby South;Margaret Beckett;8;Derbyshire;77366;10455;24310;8310;0;0;0
Derbyshire North East;Harry Barnes;8;Derbyshire;71527;11179;23437;7508;0;0;0
Derbyshire South;Mark Todd;8;Derbyshire;81010;18487;26338;5233;0;0;1887
Derbyshire West;Patrick McLoughlin;8;Derbyshire;75067;24280;16910;7922;0;0;1477
Devizes;Michael Ancram;10;Wiltshire;83655;25159;13263;11756;0;0;3071
Devon East;Hugo Swire;10;Devon;70278;22681;7974;14486;0;0;2696
Devon North;Nick Harvey;10;Devon;72100;18800;4995;21784;0;0;3675
Devon South West;Gary Streeter;10;Devon;70922;21970;14826;8616;0;0;1492
Devon West and Torridge;John Burnett;10;Devon;78976;22280;5959;23474;0;0;3971
Dewsbury;Ann Taylor;5;West Yorkshire;62344;11075;18524;4382;0;0;2670
Doncaster Central;Rosie Winterton;5;South Yorkshire;65087;8035;20034;4390;0;0;1443
Doncaster North;Kevin Hughes;5;South Yorkshire;62124;4601;19788;3323;0;0;3651
Don Valley;Caroline Flint;5;South Yorkshire;66244;10489;20009;4089;0;0;1323
Dorset Mid and Poole North;Annette Brooke;10;Dorset;66675;17974;6765;18358;0;0;621
Dorset North;Robert Walter;10;Dorset;72140;22314;5334;18517;0;0;1656
Dorset South;Jim Knight;10;Dorset;69233;18874;19027;6531;0;0;913
Dorset West;Oliver Letwin;10;Dorset;74016;22126;6733;20712;0;0;0
Dover;Gwyn Prosser;12;Kent;69025;16744;21943;5131;0;0;1142
Dudley North;Ross Cranston;7;Black Country;68964;13295;20095;3352;0;0;1822
Dudley South;Ian Pearson;7;Black Country;65578;11292;18109;5421;0;0;1522
Dulwich and West Norwood;Tessa Jowell;11;Lambeth;70497;8689;20999;5806;0;0;2753
Durham North;Kevan Jones;3;Durham;67610;7237;25920;5411;0;0;0
Durham North West;Hilary Armstrong;3;Durham;67062;8193;24526;5846;0;0;661
Durham, City Of;Gerry Steinberg;3;Durham;69633;7167;23254;9813;0;0;1252
Ealing Acton and Shepherd's Bush;Clive Soley;11;Ealing;70697;9355;20144;6171;0;0;1531
Ealing North;Stephen Pound;11;Ealing;77524;13185;25022;5043;0;0;1707
Ealing Southall;Piara Khabra;11;Ealing;82373;8556;22239;4680;0;5764;4375
Easington;John Cummings;3;Durham;61532;3411;25360;3408;0;0;831
Eastbourne;Nigel Waterson;12;East Sussex;73784;19738;5967;17584;0;0;1481
East Ham;Stephen Timms;11;Newham;71255;6209;27241;2600;0;0;1227
Eastleigh;David Chidgey;12;Hampshire;74603;16302;10426;19360;0;0;1485
Eccles;Ian Stewart;4;Central Manchester;68764;6867;21395;4920;0;0;0
Eddisbury;Stephen O'Brien;4;Cheshire;69181;20556;15988;6975;0;0;868
Edmonton;Andy Love;11;Enfield;62294;10709;20481;2438;0;0;1146
Ellesmere Port and Neston;Andrew Miller;4;Cheshire;68147;12103;22964;4828;0;0;1633
Elmet;Colin Burgon;5;West Yorkshire;70041;17867;22038;5001;0;0;1031
Eltham;Clive Efford;11;Greenwich;57519;10859;17855;4121;0;0;957
Enfield North;Joan Ryan;11;Enfield;67756;15597;17888;3355;0;0;1303
Enfield Southgate;Stephen Twigg;11;Enfield;66418;16181;21727;2935;0;0;1065
Epping Forest;Eleanor Laing;9;Essex;72645;20833;12407;7884;0;0;1290
Epsom and Ewell;Chris Grayling;12;Surrey;74266;22430;12350;10316;0;0;1547
Erewash;Liz Blackman;8;Derbyshire;78484;16983;23915;5586;0;0;2112
Erith and Thamesmead;John Austin;11;Bexley;66371;8602;19769;3800;0;0;1180
Esher and Walton;Ian Taylor;12;Surrey;73541;22296;10758;10241;0;0;2236
Essex North;Bernard Jenkin;9;Essex;71680;21325;14139;7867;0;0;1613
Exeter;Ben Bradshaw;10;Devon;81942;14435;26194;6512;0;0;5475
Falmouth and Camborne;Candy Atherton;10;Cornwall;72833;14005;18532;11453;0;0;2830
Fareham;Mark Hoban;12;Hampshire;72678;21389;14380;8503;0;0;1175
Faversham and Kent Mid;Hugh Robertson;12;Kent;67995;18739;14556;5529;0;0;2227
Feltham and Heston;Alan Keen;11;Hounslow;73229;8749;21406;4998;0;0;1024
Finchley and Golders Green;Rudi Vis;11;Barnet;76175;16489;20205;5266;0;0;1715
Folkestone and Hythe;Michael Howard;12;Kent;71503;20645;9260;14738;0;0;1212
Forest of Dean;Diana Organ;10;Gloucestershire;66240;17301;19350;5762;0;0;2194
Fylde;Michael Jack;4;Lancashire;72207;23383;13773;6599;0;0;982
Gainsborough;Edward Leigh;8;Lincolnshire;65781;19555;11484;11280;0;0;0
Gateshead East and Washington West;Joyce Quin;3;Newcastle area;64041;4970;22903;4999;0;0;743
Gedling;Vernon Coaker;8;Nottinghamshire;68540;16785;22383;4648;0;0;0
Gillingham;Paul Clark;12;Kent;70898;16510;18782;5755;0;0;1165
Gloucester;Parmjit Dhanda;10;Gloucestershire;81144;18187;22067;6875;0;0;1094
Gosport;Peter Viggers;12;Hampshire;69626;17364;14743;6011;0;0;1162
Grantham and Stamford;Quentin Davies;8;Lincolnshire;74459;21329;16811;6665;0;0;1484
Gravesham;Chris Pond;12;Kent;69590;16911;21773;4031;0;0;924
Great Grimsby;Austin Mitchell;5;Humber area;63157;7634;19118;6265;0;0;0
Great Yarmouth;Tony Wright;9;Norfolk;69131;15780;20344;3392;0;0;850
Greenwich and Woolwich;Nick Raynsford;11;Greenwich;62530;6258;19691;5082;0;0;1505
Guildford;Sue Doughty;12;Surrey;76046;19820;6558;20358;0;0;1106
Hackney North and Stoke Newington;Diane Abbott;11;Hackney;60444;4430;18081;4170;0;0;2940
Hackney South and Shoreditch;Brian Sedgemore;11;Hackney;63990;4180;19471;4422;0;0;2274
Halesowen and Rowley Regis;Sylvia Heal;7;Black Country;65683;13445;20804;4089;0;0;936
Halifax;Alice Mahon;5;West Yorkshire;69870;13671;19800;5878;0;0;1041
Haltemprice and Howden;David Davis;5;Humber area;67055;18994;6898;17091;0;0;945
Halton;Derek Twigg;4;Cheshire;63673;6413;23841;4216;0;0;0
Hammersmith and Fulham;Iain Coleman;11;Hammersmith and Fulham;79302;17786;19801;5294;0;0;1819
Hampshire East;Michael Mates;12;Hampshire;78802;23950;9866;15060;0;0;1413
Hampshire North East;James Arbuthnot;12;Hampshire;71323;23379;8744;10122;0;0;1702
Hampshire North West;George Young;12;Hampshire;76359;24374;12365;10329;0;0;1563
Hampstead and Highgate;Glenda Jackson;11;Camden;65309;8725;16601;7273;0;0;2808
Harborough;Edward Garnier;8;Leicestershire;73300;20748;9271;15496;0;0;912
Harlow;Bill Rammell;9;Essex;67074;13941;19169;5381;0;0;1624
Harrogate and Knaresborough;Phil Willis;5;North Yorkshire;65185;14600;3101;23445;0;0;1033
Harrow East;Tony McNulty;11;Harrow;81575;15466;26590;6021;0;0;0
Harrow West;Gareth Thomas;11;Harrow;73505;16986;23142;5995;0;0;525
Hartlepool;Peter Mandelson;3;Teesside;67652;7935;22506;5717;0;0;1893
Harwich;Ivan Henderson;9;Essex;77539;19355;21951;4099;0;0;2710
Hastings and Rye;Michael Foster;12;East Sussex;70632;15094;19402;4266;0;0;2456
Havant;David Willetts;12;Hampshire;70246;17769;13562;7508;0;0;1598
Hayes and Harlington;John McDonnell;11;Hillingdon;57561;7813;21279;1958;0;0;1353
Hazel Grove;Andrew Stunell;4;Eastern Manchester;65107;11585;6230;20020;0;0;643
Hemel Hempstead;Tony McWalter;9;Hertfordshire;72086;17647;21389;5877;0;0;920
Hemsworth;Jon Trickett;5;West Yorkshire;67948;7400;23036;3990;0;0;801
Hendon;Andrew Dismore;11;Barnet;78212;14015;21432;4724;0;0;573
Henley;Boris Johnson;12;Oxfordshire;69081;20466;9367;12008;0;0;2560
Hereford;Paul Keetch;7;Hereford and Worcestershire;70305;17276;6739;18244;0;0;2365
Hertford and Stortford;Mark Prisk;9;Hertfordshire;75141;21074;15471;9388;0;0;1243
Hertfordshire North East;Oliver Heald;9;Hertfordshire;68790;19695;16251;7686;0;0;1013
Hertfordshire South West;Richard Page;9;Hertfordshire;73367;20933;12752;12431;0;0;1153
Hertsmere;James Clappison;9;Hertfordshire;68780;19855;14953;6300;0;0;397
Hexham;Peter Atkinson;3;Northumberland;59807;18917;16388;6380;0;0;728
Heywood and Middleton;Jim Dobbin;4;Eastern Manchester;73005;10707;22377;4329;0;0;1366
High Peak;Tom Levitt;8;Derbyshire;73774;17941;22430;7743;0;0;0
Hitchin and Harpenden;Peter Lilley;9;Hertfordshire;67196;21271;14608;8076;0;0;969
Holborn and St Pancras;Frank Dobson;11;Camden;62813;5258;16770;5595;0;0;3506
Hornchurch;John Cryer;11;Havering;61008;15032;16514;2928;0;0;1083
Hornsey and Wood Green;Barbara Roche;11;Haringey;75967;6921;21967;11353;0;0;3823
Horsham;Francis Maude;12;West Sussex;79604;26134;10267;12468;0;0;1901
Houghton and Washington East;Fraser Kemp;3;Newcastle area;67946;4810;24628;4203;0;0;0
Hove;Ivor Caplin;12;East Sussex;70889;16082;19253;3823;0;0;2830
Huddersfield;Barry Sheerman;5;West Yorkshire;64349;8794;18840;5300;0;0;2449
Hull East;John Prescott;5;Humber area;66473;4276;19938;4613;0;0;2048
Hull North;Kevin McNamara;5;Humber area;63022;4902;16364;5643;0;0;1724
Hull West and Hessle;Alan Johnson;5;Humber area;63077;5929;16880;4364;0;0;1743
Huntingdon;Jonathan Djanogly;9;Cambridgeshire;78604;24507;11211;11715;0;0;1656
Hyndburn;Greg Pope;4;Lancashire;66445;12681;20900;3680;0;0;982
Ilford North;Linda Perham;11;Redbridge;68893;16313;18428;4717;0;0;776
Ilford South;Mike Gapes;11;Redbridge;76025;10622;24619;4647;0;0;1407
Ipswich;Jamie Cann;9;Suffolk;68198;11871;19952;5904;0;0;1146
Isle of Wight;Andrew Turner;12;Hampshire;106305;25223;9676;22397;0;0;6186
Islington North;Jeremy Corbyn;11;Islington;61970;3249;18699;5741;0;0;2527
Islington South and Finsbury;Chris Smith;11;Islington;59515;3860;15217;7937;0;0;1192
Jarrow;Stephen Hepburn;3;Newcastle area;63172;5056;22777;5182;0;0;1464
Keighley;Ann Cryer;5;West Yorkshire;68349;16883;20888;4722;0;0;840
Kensington and Chelsea;Michael Portillo;11;Kensington and Chelsea;62007;15270;6499;4416;0;0;1853
Kettering;Philip Sawford;8;Northamptonshire;79697;23369;24034;5469;0;0;880
Kingston and Surbiton;Edward Davey;11;Kingston upon Thames;72687;13866;4302;29542;0;0;1383
Kingswood;Roger Berry;10;Bristol Area;80531;14941;28903;7747;0;0;1085
Knowsley North and Sefton East;George Howarth;4;Merseyside;70781;6108;25035;5173;0;0;1201
Knowsley South;Eddie O'Hara;4;Merseyside;70681;4250;26071;4755;0;0;1514
Lancashire West;Colin Pickthall;4;Lancashire;72858;13761;23404;4966;0;0;840
Lancaster and Wyre;Hilton Dawson;4;Lancashire;78964;22075;22556;5383;0;0;2336
Leeds Central;Hilary Benn;5;West Yorkshire;65497;3896;18277;3607;0;0;1526
Leeds East;George Mudie;5;West Yorkshire;56400;5647;18290;3923;0;0;1195
Leeds North East;Fabian Hamilton;5;West Yorkshire;64123;12451;19540;6325;0;0;1457
Leeds North West;Harold Best;5;West Yorkshire;72945;12558;17794;11431;0;0;668
Leeds West;John Battle;5;West Yorkshire;64218;5008;19943;3350;0;0;3793
Leicester East;Keith Vaz;8;Leicestershire;65527;9960;23402;4989;0;0;2310
Leicester South;Jim Marshall;8;Leicestershire;72671;9715;22958;7243;0;0;2226
Leicester West;Patrica Hewitt;8;Leicestershire;65267;8375;18014;5085;0;0;1745
Leicestershire North West;David Taylor;8;Leicestershire;68414;15274;23431;4651;0;0;1653
Leigh;Andrew Burnham;4;Western Manchester;71054;6421;22783;4524;0;0;1570
Leominster;Bill Wiggin;7;Hereford and Worcestershire;68695;22879;7872;12512;0;0;3466
Lewes;Norman Baker;12;East Sussex;66332;15878;3317;25588;0;0;650
Lewisham Deptford;Joan Ruddock;11;Lewisham;62869;3622;18915;3409;0;0;3161
Lewisham East;Bridget Prentice;11;Lewisham;58302;7157;16116;4937;0;0;1830
Lewisham West;Jim Dowd;11;Lewisham;60947;6896;18816;4146;0;0;957
Leyton and Wanstead;Harry Cohen;11;Waltham Forest;61549;6654;19558;5389;0;0;2117
Lichfield;Michael Fabricant;7;Staffordshire;63794;20480;16054;4462;0;0;684
Lincoln;Gillian Merron;8;Lincolnshire;66299;11583;20003;4703;0;0;836
Liverpool Garston;Maria Eagle;4;Merseyside;65094;5059;20043;7549;0;0;0
Liverpool Riverside;Louise Ellman;4;Merseyside;74827;2142;18201;4251;0;0;909
Liverpool Walton;Peter Kilfoyle;4;Merseyside;66237;1726;22143;4147;0;0;442
Liverpool Wavertree;Jane Kennedy;4;Merseyside;72555;3091;20155;7836;0;0;1056
Liverpool West Derby;Robert Wareing;4;Merseyside;67921;2486;20454;3366;0;4601;0
Loughborough;Andy Reed;8;Leicestershire;70077;15638;22016;5667;0;0;933
Louth and Horncastle;Peter Tapsell;8;Lincolnshire;71556;21543;13989;8928;0;0;0
Ludlow;Matthew Green;7;Shropshire;63053;16990;5785;18620;0;0;1456
Luton North;Kelvin Hopkins;9;Bedfordshire;65998;12210;22187;3795;0;0;934
Luton South;Margaret Moran;9;Bedfordshire;68985;11586;21719;4292;0;0;1754
Macclesfield;Nicholas Winterton;4;Cheshire;73123;22284;15084;8217;0;0;0
Maidenhead;Theresa May;12;Berkshire;68130;19506;6577;16222;0;0;1013
Maidstone and The Weald;Ann Widdecombe;12;Kent;74002;22621;12303;9064;0;0;1589
Makerfield;Ian McCartney;4;Western Manchester;68457;6129;23879;3990;0;0;858
Maldon and Chelmsford East;John Whittingdale;9;Essex;69201;21719;13257;7002;0;0;2122
Manchester Blackley;Graham Stringer;4;Central Manchester;59111;3821;18285;3015;0;0;1402
Manchester Central;Tony Lloyd;4;Central Manchester;66268;2328;17812;4070;0;0;1718
Manchester Gorton;Gerald Kaufman;4;Central Manchester;63834;2705;17099;5795;0;0;1630
Manchester Withington;Keith Bradley;4;Central Manchester;67480;5349;19239;7715;0;0;2747
Mansfield;Alan Meale;8;Nottinghamshire;66748;10012;21050;5790;0;0;0
Medway;Robert Marshall-Andrews;12;Kent;64930;15134;18914;3604;0;0;958
Meriden;Caroline Spelman;7;Coventry and Solihull;74439;21246;17462;4941;0;0;910
Middlesbrough;Stuart Bell;3;Teesside;67659;6453;22783;3512;0;0;969
Middlesbrough South and Cleveland East;Ashok Kumar;3;Teesside;71485;14970;24321;4700;0;0;0
Milton Keynes North East;Brian White;12;Buckinghamshire;75526;17932;19761;8375;0;0;1026
Milton Keynes South West;Phyllis Starkey;12;Buckinghamshire;76607;15506;22484;4828;0;0;2566
Mitcham and Morden;Siobhain McDonagh;11;Merton;65671;9151;22936;3820;0;0;2054
Mole Valley;Paul Beresford;12;Surrey;67770;23790;7837;13637;0;0;1808
Morecambe and Lunesdale;Geraldine Smith;4;Lancashire;68607;15554;20646;3817;0;0;1638
Morley and Rothwell;Colin Challen;5;West Yorkshire;71805;9829;21919;5446;0;0;1248
New Forest East;Julian Lewis;12;Hampshire;66767;17902;9141;14073;0;0;1062
New Forest West;Desmond Swayne;12;Hampshire;67806;24575;6481;11384;0;0;1647
Newark;Patrick Mercer;8;Nottinghamshire;71089;20983;16910;5970;0;0;1284
Newbury;David Rendel;12;Berkshire;75490;22092;3523;24507;0;0;685
Newcastle-under-Lyme;Paul Farrelly;7;Staffordshire;65739;10664;20650;5993;0;0;1367
Newcastle upon Tyne Central;Jim Cousins;3;Newcastle area;67970;7414;19169;7564;0;0;723
