Name;MP;Area;County;Electorate;CON;LAB;LIB;NAT;MIN;OTH
Stockton South;Ms D. Taylor;3;Teesside;68470;17205;28790;4721;0;0;1400
Stoke-on-Trent Central;M. Fisher;7;Staffordshire;64113;6738;26662;4809;0;0;2036
Stoke-on-Trent North;Ms J. Walley;7;Staffordshire;59030;7798;25190;4141;0;0;1537
Stoke-on-Trent South;G. Stevenson;7;Staffordshire;69968;10342;28645;4710;0;0;2539
Stone;W. Cash;7;Staffordshire;68242;24859;21041;6392;0;0;782
Stourbridge;Ms D. Shipley;7;Black Country;64966;17807;23452;7123;0;0;1319
Stratford-on-Avon;J. Maples;7;Warwickshire;81434;29967;12754;15861;0;0;3514
Streatham;K. Hill;11;Lambeth;74509;9758;28181;6082;0;0;864
Stretford and Urmston;Ms B. Hughes;4;Central Manchester;69913;14840;28480;3978;0;0;1397
Stroud;D. Drew;10;Gloucestershire;77494;23260;26170;9502;0;0;3415
Suffolk Central and Ipswich North;M. Lord;9;Suffolk;70222;22493;18955;10886;0;0;489
Suffolk Coastal;Rt.Hon. J. Gummer;9;Suffolk;74219;21696;18442;12036;0;0;4082
Suffolk South;T. Yeo;9;Suffolk;67323;19402;15227;14395;0;0;2951
Suffolk West;R. Spring;9;Suffolk;68638;20081;18214;6892;0;0;3895
Sunderland North;W. Etherington;3;Newcastle area;64711;6370;26067;3973;0;0;1803
Sunderland South;C. Mullin;3;Newcastle area;67937;7536;27174;4606;0;0;609
Surrey East;P. Ainsworth;12;Surrey;72852;27389;11573;12296;0;0;3398
Surrey Heath;N. Hawkins;12;Surrey;73813;28231;11511;11944;0;0;3038
Surrey South West;Rt.Hon. Mrs V. Bottomley;12;Surrey;72350;25165;5333;22471;0;0;3489
Sussex Mid;N. Soames;12;West Sussex;68784;23231;9969;16377;0;0;3886
Sutton and Cheam;P. Burstow;11;Sutton;62785;17822;7280;19919;0;0;2071
Sutton Coldfield;Rt.Hon. Sir N. Fowler;7;Birmingham;71864;27373;12488;10139;0;0;2401
Swindon North;M. Wills;10;Wiltshire;65535;16341;24029;6237;0;0;1663
Swindon South;Ms J. Drown;10;Wiltshire;70207;18298;23943;7371;0;0;1550
Tamworth;B. Jenkins;7;Staffordshire;67205;18312;25808;4025;0;0;1709
Tatton;M. Bell;4;Cheshire;63822;18277;0;0;0;29354;1161
Taunton;Mrs J. Ballard;10;Somerset;79783;23621;8248;26064;0;0;3078
Teignbridge;P. Nicholls;10;Devon;81667;24679;11311;24398;0;0;2557
Telford;B. Grocott;7;Shropshire;56558;10166;21456;4371;0;0;1119
Tewkesbury;L. Robertson;10;Gloucestershire;68208;23859;13665;14625;0;0;0
Thanet North;R. Gale;12;Kent;71112;21586;18820;5576;0;0;2973
Thanet South;Dr S. Ladyman;12;Kent;62792;17899;20777;5263;0;0;1049
Thurrock;A. MacKinlay;9;Essex;71600;12640;29896;3843;0;0;833
Tiverton and Honiton;Mrs A. Browning;10;Devon;75744;24438;7598;22785;0;0;4308
Tonbridge and Malling;Rt.Hon. Sir J. Stanley;12;Kent;64798;23640;13410;9467;0;0;2712
Tooting;T. Cox;11;Wandsworth;66653;12505;27516;4320;0;0;1764
