Name;MP;Area;County;Electorate;CON;LAB;LIB;NAT;MIN;OTH
Hammersmith;C S Soley;11;Hammersmith and Fulham;48285;13396;15811;5241;0;0;676
Hampshire East;M J Mates;12;Hampshire;86363;43093;4443;19307;0;0;0
Hampshire North West;D B Mitchell;12;Hampshire;69965;31470;4980;18033;0;0;0
Hampstead and Highgate;G Finsberg MBE;11;Camden;63301;19236;17015;0;0;8744;271
Harborough;J A Farr;8;Leicestershire;74700;35216;7646;16406;0;0;0
Harlow;J J J Hayes;9;Essex;70286;26017;20140;0;0;8915;0
Harrogate;R G Banks;5;North Yorkshire;75761;31167;5671;0;0;19265;0
Harrow East;H J Dykes;11;Harrow;81124;32302;14029;13251;0;0;0
Harrow West;R G Hughes;11;Harrow;74041;30456;9665;0;0;15012;0
Hartlepool;E L Leadbitter;3;Teesside;68686;17007;24296;7047;0;0;1786
Harwich;Sir J E Ridsdale CBE;9;Essex;77149;29344;9920;17262;0;0;161
Hastings and Rye;K R Warren;12;East Sussex;72758;26163;6825;18816;0;0;436
Havant;I S Lloyd;12;Hampshire;76344;32527;8030;0;0;16017;373
Hayes and Harlington;T P Dicks;11;Hillingdon;58240;21355;15390;0;0;6641;0
Hazel Grove;T R Arnold;4;Eastern Manchester;65717;24396;6354;22556;0;0;346
Hemsworth;G J Buckley;5;West Yorkshire;54951;7159;27859;6568;0;0;0
Hendon North;J M Gorst;11;Barnet;55095;20155;9223;0;0;6859;0
Hendon South;J L Marshall;11;Barnet;54560;19341;7261;8217;0;0;0
Henley;Rt Hon M R D Heseltine;12;Oxfordshire;65443;29978;6173;12896;0;0;0
Hereford;C R Shepherd;7;Hereford and Worcestershire;67075;24865;4031;23452;0;0;0
Hertford and Stortford;P B Wells;9;Hertfordshire;75508;33763;7494;0;0;16623;814
Hertfordshire North;B H I H Stewart;9;Hertfordshire;78694;31750;11782;20308;0;0;0
Hertfordshire South West;R L Page;9;Hertfordshire;75643;32791;8966;17007;0;0;0
Hertfordshire West;R B Jones;9;Hertfordshire;78966;31760;15317;0;0;16836;0
Hertsmere;Rt Hon C E Parkinson;9;Hertfordshire;73367;31278;10835;13172;0;0;0
Hexham;A T Amos;3;Northumberland;56360;22370;8103;14304;0;0;336
Heywood and Middleton;J Callaghan;4;Eastern Manchester;59487;15052;21900;0;0;6953;0
High Peak;C J Hawkins;8;Derbyshire;69926;25715;16199;0;0;14389;0
Holborn and St Pancras;F G Dobson;11;Camden;70589;14113;22966;7994;0;0;300
Holland with Boston;R B Body;8;Lincolnshire;65539;27412;9734;9817;0;0;405
Honiton;Sir P F H Emery;10;Devon;77259;34931;4988;0;0;18369;747
Hornchurch;R C Squire;11;Havering;62397;24039;13345;9609;0;0;0
Hornsey and Wood Green;Sir H A L Rossi;11;Haringey;80594;25397;23618;0;0;8928;1154
Horsham;P M Hordern;12;West Sussex;86135;39775;5435;0;0;15868;1383
Houghton and Washington;R Boyes;3;Newcastle area;77906;12612;32805;0;0;10090;0
Hove;Hon T A D Sainsbury;12;East Sussex;72626;28952;9010;0;0;10734;522
Huddersfield;B J Sheerman;5;West Yorkshire;66413;15741;23019;10773;0;0;638
Hull East;J L Prescott;5;Humber area;68657;12598;27287;8572;0;0;0
Hull North;J K McNamara;5;Humber area;73288;13954;26123;0;0;10962;0
Hull West;S J Randall;5;Humber area;55636;11397;19527;0;0;6669;0
Huntingdon;J Major;9;Cambridgeshire;86186;40530;8883;0;0;13486;874
Hyndburn;J K Hargreaves;4;Lancashire;60529;21606;19386;0;0;7423;297
Ilford North;V W H Bendall;11;Redbridge;60433;24110;12020;0;0;7757;0
Ilford South;N G Thorne OBE TD;11;Redbridge;58572;20351;15779;5928;0;0;0
Ipswich;M F Irvine;9;Suffolk;68165;23328;22454;0;0;6596;174
Isle of Wight;B Field;12;Hampshire;98694;40175;4626;33733;0;0;0
Islington North;J B Corbyn;11;Islington;58917;9920;19577;0;0;8560;1131
Islington South and Finsbury;C R Smith;11;Islington;57910;8482;16511;0;0;15706;519
Jarrow;D Dixon;3;Newcastle area;62845;10856;29651;6230;0;0;0
Keighley;G P A Walker;5;West Yorkshire;65831;23903;18297;10041;0;0;0
Kensington;Sir B M Rhys Williams Bt;11;Kensington and Chelsea;48212;14818;10371;0;0;5379;623
Kent Mid;A J B Rowe;12;Kent;72456;28719;9420;13951;0;0;0
Kettering;R N Freeman;8;Northamptonshire;65965;26532;10229;0;0;15205;0
Kingston upon Thames;N S H Lamont;11;Kingston upon Thames;54839;24198;5676;13012;0;0;175
Kingswood;R A Hayward;10;Bristol Area;73089;26300;21907;0;0;10382;0
Knowsley North;G E Howarth;4;Merseyside;52960;4922;27454;6356;0;0;538
Knowsley South;S F Hughes;4;Merseyside;65643;10532;31378;0;0;6760;0
Lancashire West;K H Hind;4;Lancashire;76094;26500;25147;0;0;8972;0
Lancaster;Mrs M E Kellett-Bowman;4;Lancashire;57229;21142;14689;9003;0;0;473
Langbaurgh;J R Holt;3;Teesside;79193;26047;23959;12405;0;0;0
Leeds Central;D J Fatchett;5;West Yorkshire;59019;9765;21270;0;0;6853;355
Leeds East;Rt Hon D W Healey CH MBE;5;West Yorkshire;61178;11406;20932;10630;0;0;0
Leeds North East;T J R Kirkhope;5;West Yorkshire;64631;22196;12292;0;0;13777;416
Leeds North West;Dr K Hampson;5;West Yorkshire;68227;22480;11210;17279;0;0;663
Leeds West;J D Battle;5;West Yorkshire;66344;11276;21032;16340;0;0;0
Leicester East;N K A S Vaz;8;Leicestershire;66372;22150;24074;0;0;5935;0
Leicester South;J Marshall;8;Leicestershire;73236;23024;24901;7773;0;0;678
Leicester West;Hon G E Janner;8;Leicestershire;67829;20955;22156;0;0;6708;0
Leicestershire North West;D G Ashby;8;Leicestershire;70633;27872;20044;10034;0;0;570
Leigh;L F Cunliffe;4;Western Manchester;69155;13458;30064;0;0;7743;0
Leominster;P Temple-Morris;7;Hereford and Worcestershire;69977;31396;4444;17321;0;0;1102
Lewes;J R Rathbone;12;East Sussex;73181;32016;4973;18396;0;0;970
Lewisham Deptford;Ms J M Ruddock;11;Lewisham;58151;11953;18724;0;0;6513;568
Lewisham East;Hon C B Moynihan;11;Lewisham;59627;19873;15059;0;0;9118;0
Lewisham West;J C Maples;11;Lewisham;62923;20995;17223;7247;0;0;0
Leyton;H M Cohen;11;Waltham Forest;57662;11692;16536;11895;0;0;0
Lincoln;K M Carlisle;8;Lincolnshire;77049;27097;19614;0;0;11319;232
Littleborough and Saddleworth;G K Dickens;4;Eastern Manchester;66074;22027;13299;15825;0;0;0
Liverpool Broadgreen;T Fields;4;Merseyside;63091;7413;23262;17215;0;0;0
Liverpool Garston;E Loyden;4;Merseyside;61280;11071;24848;0;0;10370;98
Liverpool Mossley Hill;D P Alton;4;Merseyside;60954;8005;17786;20012;0;0;0
Liverpool Riverside;R Parry;4;Merseyside;53328;4816;25505;0;0;3912;601
Liverpool Walton;E S Heffer;4;Merseyside;73118;7738;34661;11408;0;0;0
Liverpool West Derby;R N Wareing;4;Merseyside;60522;8525;29021;0;0;6897;0
Loughborough;S J Dorrell;8;Leicestershire;73660;31931;14283;0;0;11499;656
Ludlow;C J F Gill;7;Shropshire;66187;27499;7724;15800;0;0;0
Luton North;J R Carlisle;9;Bedfordshire;74235;30997;15424;0;0;11166;0
Luton South;G F J Bright;9;Bedfordshire;71231;24762;19647;9146;0;0;0
Macclesfield;N R Winterton;4;Cheshire;76093;33208;11563;14116;0;0;0
Maidstone;Miss A N Widdecombe;12;Kent;72987;29100;6935;18736;0;0;717
Makerfield;I McCartney;4;Western Manchester;70819;14632;30190;8838;0;0;0
Manchester Blackley;K Eastham;4;Central Manchester;58814;12354;22476;0;0;8041;0
Manchester Central;R K Litherland;4;Central Manchester;62928;7561;27428;0;0;5250;0
Manchester Gorton;Rt Hon G B Kaufman;4;Central Manchester;64243;10550;24615;9830;0;0;253
Manchester Withington;K J C Bradley;4;Central Manchester;65343;18259;21650;9978;0;0;524
Manchester Wythenshawe;Rt Hon A Morris;4;Central Manchester;58287;12026;23881;0;0;5921;216
Mansfield;J A Meale;8;Nottinghamshire;66764;19554;19610;0;0;11604;1580
Medway;Mrs P E Fenner;12;Kent;64103;23889;13960;0;0;8450;504
Meriden;I C Mills;7;Coventry and Solihull;78444;31935;15115;0;0;10896;0
Middlesbrough;S Bell;3;Teesside;60789;10789;25747;6594;0;0;0
Milton Keynes;W R Benyon;12;Buckinghamshire;97041;35396;16111;0;0;21695;810
Mitcham and Morden;Mrs A C R Rumbold CBE;11;Merton;63089;23002;16819;0;0;7930;0
Mole Valley;K W Baker;12;Surrey;67715;31689;4846;15613;0;0;0
Morecambe and Lunesdale;Hon M A Lennox-Boyd;4;Lancashire;55718;22327;9535;0;0;10542;0
Morley and Leeds South;Rt Hon M Rees;5;West Yorkshire;60726;14840;21551;0;0;7099;0
New Forest;P M E D McNair-Wilson;12;Hampshire;75083;37188;4856;15456;0;0;0
Newark;R T Alexander;8;Nottinghamshire;67555;28070;14527;0;0;9833;0
Newbury;R M C McNair-Wilson;12;Berkshire;75187;35266;4765;18608;0;0;0
Newcastle upon Tyne Central;J M Cousins;3;Newcastle area;63682;17933;20416;0;0;7304;529
Newcastle upon Tyne East;N H Brown;3;Newcastle area;59369;11177;23677;6728;0;0;362
Newcastle upon Tyne North;D J Henderson;3;Newcastle area;69178;12915;22424;17181;0;0;0
Newcastle-under-Lyme;Mrs L Golding;7;Staffordshire;66053;14863;21618;16486;0;0;397
Newham North East;R Leighton;11;Newham;60787;11984;20220;6772;0;0;0
Newham North West;T Banks;11;Newham;47568;7181;15677;0;0;4920;497
Newham South;N J Spearing;11;Newham;50244;10169;12935;0;0;6607;0
Norfolk Mid;R A Ryder OBE;9;Norfolk;73893;32758;10272;0;0;14750;0
Norfolk North;R F Howell;9;Norfolk;69790;28822;10765;0;0;13512;960
Norfolk North West;H C Bellingham;9;Norfolk;73739;29393;10184;0;0;18568;0
Norfolk South;J R R MacGregor OBE;9;Norfolk;78372;33912;8047;21494;0;0;0
Norfolk South West;Mrs G P Shephard;9;Norfolk;74240;32519;11844;12083;0;0;0
